[0.000000] (-) TimerEvent: {}
[0.000265] (robot_description) JobQueued: {'identifier': 'robot_description', 'dependencies': OrderedDict()}
[0.098982] (robot_description) StdoutLine: {'line': b'-- Installing: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/launch/view_robot.py\n'}
[0.099189] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf\n'}
[0.099367] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/clases_test.urdf\n'}
[0.099477] (-) TimerEvent: {}
[0.099701] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/pantilt.urdf\n'}
[0.099844] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install\n'}
[0.100068] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/setup.sh\n'}
[0.100264] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/local_setup.ps1\n'}
[0.100372] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/.colcon_install_layout\n'}
[0.100476] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/local_setup.sh\n'}
[0.100577] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/COLCON_IGNORE\n'}
[0.100679] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/setup.ps1\n'}
[0.100858] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/local_setup.zsh\n'}
[0.101095] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/setup.bash\n'}
[0.101228] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/local_setup.bash\n'}
[0.101315] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/_local_setup_util_sh.py\n'}
[0.101422] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/setup.zsh\n'}
[0.101547] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/install/_local_setup_util_ps1.py\n'}
[0.101675] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/cobot_arm.urdf\n'}
[0.101767] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/build\n'}
[0.101857] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/build/COLCON_IGNORE\n'}
[0.102058] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/build/.built_by\n'}
[0.102200] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/wally1.urdf\n'}
[0.102327] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/panda.urdf\n'}
[0.102419] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/multipleshapes.gv\n'}
[0.102553] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log\n'}
[0.102644] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/latest_build\n'}
[0.102734] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-53-02\n'}
[0.102823] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-53-02/logger_all.log\n'}
[0.102912] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-53-02/events.log\n'}
[0.103120] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-33-40\n'}
[0.103244] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-33-40/logger_all.log\n'}
[0.103350] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-33-40/events.log\n'}
[0.103438] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-51-19\n'}
[0.103527] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-51-19/logger_all.log\n'}
[0.103616] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-51-19/events.log\n'}
[0.103704] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/COLCON_IGNORE\n'}
[0.103793] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-52-05\n'}
[0.103882] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-52-05/logger_all.log\n'}
[0.104105] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/build_2025-04-03_12-52-05/events.log\n'}
[0.104196] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/log/latest\n'}
[0.104279] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/guillecar.urdf\n'}
[0.104361] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/myfirst_robot.urdf\n'}
[0.104442] (robot_description) StdoutLine: {'line': b'-- Installing: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/mi_robot.urdf\n'}
[0.104523] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/multipleshapes.pdf\n'}
[0.104604] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/urdf/diff_wheeled_robot.urdf\n'}
[0.104692] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/rviz\n'}
[0.104789] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/rviz/urdf.rviz\n'}
[0.104870] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes\n'}
[0.105012] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual\n'}
[0.105095] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link5.dae\n'}
[0.105172] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link4.dae\n'}
[0.105248] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link0.dae\n'}
[0.105324] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link6.dae\n'}
[0.105400] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link1.dae\n'}
[0.105475] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link7.dae\n'}
[0.105550] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link3.dae\n'}
[0.105626] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/link2.dae\n'}
[0.105702] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/hand.dae\n'}
[0.105785] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/visual/finger.dae\n'}
[0.105868] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision\n'}
[0.106124] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link3.obj\n'}
[0.106272] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link7.obj\n'}
[0.106396] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/hand.obj\n'}
[0.106482] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link2.obj\n'}
[0.106570] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link6.obj\n'}
[0.106657] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link4.obj\n'}
[0.106870] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link1.obj\n'}
[0.107147] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link0.obj\n'}
[0.107309] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/link5.obj\n'}
